case_number,judge,date_filed,date_reopened,date_terminated,NOS,IsProse,group,is_prose,statistical_year
3:21-cv-00633-jdp,jdp,2021-10-07,,2022-07-14,510,y,Habeas Corpus,pro se,2022
3:21-cv-00634-wmc,wmc,2021-10-08,,,440,n,Civil Rights,counseled,2022
3:21-cv-00636-jdp,jdp,2021-10-08,,2023-05-24,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00638-wmc,wmc,2021-10-08,,2021-11-15,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00640-wmc,wmc,2021-10-08,,2022-01-06,560,y,Prisoner Petitions,pro se,2022
3:21-cv-00637-wmc,wmc,2021-10-11,,2022-03-15,440,n,Civil Rights,counseled,2022
3:21-cv-00639-jdp,jdp,2021-10-12,,2021-12-16,380,n,Personal Property,counseled,2022
3:21-cv-00642-jdp,jdp,2021-10-12,,2023-02-17,442,n,Civil Rights,counseled,2022
3:21-cv-00643-wmc,wmc,2021-10-13,,,530,y,Habeas Corpus,pro se,2022
3:21-cv-00644-slc,slc,2021-10-13,,2022-01-04,480,n,Other Statutes,counseled,2022
3:21-cv-00645-jdp,jdp,2021-10-13,,2022-01-27,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00646-jdp,jdp,2021-10-14,,2022-01-07,840,n,Intellectual Property Rights,counseled,2022
3:21-cv-00647-jdp,jdp,2021-10-14,,2022-03-08,791,n,Labor,counseled,2022
3:21-cv-00648-jdp,jdp,2021-10-14,,2022-06-21,480,n,Other Statutes,counseled,2022
3:21-cv-00649-jdp,jdp,2021-10-14,,2023-04-26,863,n,Social Security,counseled,2022
3:21-cv-00650-jdp,jdp,2021-10-15,2022-12-07,,440,y,Civil Rights,pro se,2022
3:21-cv-00650-jdp,jdp,2021-10-15,2022-12-07,,440,y,Civil Rights,pro se,2022
3:21-cv-00650-jdp,jdp,2021-10-15,2022-12-07,,440,y,Civil Rights,pro se,2022
3:21-cv-00652-wmc,wmc,2021-10-15,,2021-11-15,480,n,Other Statutes,counseled,2022
3:21-cv-00653-jdp,jdp,2021-10-15,,2022-10-24,190,n,Contract,counseled,2022
3:21-cv-00651-jdp,jdp,2021-10-15,,2023-03-29,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00654-jdp,jdp,2021-10-15,,2021-11-08,555,y,Prisoner Petitions,pro se,2022
3:21-cv-00655-wmc,wmc,2021-10-15,,2021-11-18,380,n,Personal Property,counseled,2022
3:21-cv-00657-wmc,wmc,2021-10-18,,,840,n,Intellectual Property Rights,counseled,2022
3:21-cv-00658-jdp,jdp,2021-10-18,,2023-03-09,530,y,Habeas Corpus,pro se,2022
3:21-cv-00659-jdp,jdp,2021-10-18,,,530,y,Habeas Corpus,pro se,2022
3:21-cv-00660-jdp,jdp,2021-10-19,,2022-06-28,791,n,Labor,counseled,2022
3:21-cv-00661-wmc,wmc,2021-10-19,,2022-12-12,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00656-jdp,jdp,2021-10-19,,2023-03-13,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00662-wmc,wmc,2021-10-19,,2022-04-08,710,n,Labor,counseled,2022
3:21-cv-00663-slc,slc,2021-10-20,,2021-12-23,480,n,Other Statutes,counseled,2022
3:21-cv-00664-wmc,wmc,2021-10-21,,,550,n,Prisoner Petitions,counseled,2022
3:21-cv-00665-jdp,jdp,2021-10-21,,2023-03-15,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00666-jdp,jdp,2021-10-21,,2022-07-07,791,n,Labor,counseled,2022
3:21-cv-00667-jdp,jdp,2021-10-22,,2022-03-27,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00669-jdp,jdp,2021-10-22,,2022-01-25,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00668-wmc,wmc,2021-10-22,,2022-03-21,485,y,Other Statutes,pro se,2022
3:21-cv-00672-wmc,wmc,2021-10-22,,2022-04-20,510,y,Habeas Corpus,pro se,2022
3:21-cv-00670-jdp,jdp,2021-10-25,,2023-03-20,190,n,Contract,counseled,2022
3:21-cv-00671-wmc,wmc,2021-10-25,,2022-10-06,791,n,Labor,counseled,2022
3:21-cv-00673-slc,slc,2021-10-25,,2023-01-10,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00674-jdp,jdp,2021-10-26,,2021-12-03,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00675-wmc,wmc,2021-10-26,,2021-12-29,480,n,Other Statutes,counseled,2022
3:21-cv-00676-jdp,jdp,2021-10-26,,,440,n,Civil Rights,counseled,2022
3:21-cv-00677-jdp,jdp,2021-10-26,,2022-08-19,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00678-jdp,jdp,2021-10-27,,2022-02-01,367,n,Torts/Personal Injury,counseled,2022
3:21-cv-00679-wmc,wmc,2021-10-27,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00680-jdp,jdp,2021-10-27,,2023-03-28,480,n,Other Statutes,counseled,2022
3:21-cv-00681-wmc,wmc,2021-10-28,,2023-04-10,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00682-wmc,wmc,2021-10-29,,2022-07-08,625,n,Forfeiture/Penalty,counseled,2022
3:21-cv-00683-jdp,jdp,2021-10-29,,,440,n,Civil Rights,counseled,2022
3:21-cv-00685-jdp,jdp,2021-11-01,,2022-01-14,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00686-jdp,jdp,2021-11-01,,2022-04-04,480,y,Other Statutes,pro se,2022
3:21-cv-00687-jdp,jdp,2021-11-01,,2022-04-04,480,y,Other Statutes,pro se,2022
3:21-cv-00684-wmc,wmc,2021-11-01,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00688-jdp,jdp,2021-11-01,,2022-07-15,440,n,Civil Rights,counseled,2022
3:21-cv-00689-jdp,jdp,2021-11-02,,2022-03-14,840,n,Intellectual Property Rights,counseled,2022
3:21-cv-00690-wmc,wmc,2021-11-02,,2023-01-20,330,n,Torts/Personal Injury,counseled,2022
3:21-cv-00691-slc,slc,2021-11-02,,2022-02-02,446,n,Civil Rights,counseled,2022
3:21-cv-00692-jdp,jdp,2021-11-02,,2022-07-22,446,n,Civil Rights,counseled,2022
3:21-cv-00693-jdp,jdp,2021-11-03,,2022-07-22,442,n,Civil Rights,counseled,2022
3:21-cv-00694-wmc,wmc,2021-11-04,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00695-wmc,wmc,2021-11-05,,2022-12-15,350,n,Torts/Personal Injury,counseled,2022
3:21-cv-00696-wmc,wmc,2021-11-05,,2023-03-23,442,n,Civil Rights,counseled,2022
3:21-cv-00707-wmc,wmc,2021-11-05,,2022-04-27,510,y,Habeas Corpus,pro se,2022
3:21-cv-00697-wmc,wmc,2021-11-08,,,865,n,Social Security,counseled,2022
3:21-cv-00698-jdp,jdp,2021-11-08,,2023-01-23,530,y,Habeas Corpus,pro se,2022
3:21-cv-00700-slc,slc,2021-11-08,,2022-02-04,362,n,Torts/Personal Injury,counseled,2022
3:21-cv-00699-wmc,wmc,2021-11-08,,2021-12-10,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00701-wmc,wmc,2021-11-08,,2022-08-10,110,n,Contract,counseled,2022
3:21-cv-00702-wmc,wmc,2021-11-08,,2022-12-20,864,n,Social Security,counseled,2022
3:21-cv-00705-wmc,wmc,2021-11-08,,2022-10-24,445,n,Civil Rights,counseled,2022
3:21-cv-00706-wmc,wmc,2021-11-08,,,863,n,Social Security,counseled,2022
3:21-cv-00703-jdp,jdp,2021-11-08,,2023-01-20,440,y,Civil Rights,pro se,2022
3:21-cv-00704-jdp,jdp,2021-11-08,,,440,y,Civil Rights,pro se,2022
21-708,wmc,2021-11-09,,,550,n,Prisoner Petitions,counseled,2022
3:21-cv-00709-jdp,jdp,2021-11-09,,,864,n,Social Security,counseled,2022
3:21-cv-00710-jdp,jdp,2021-11-10,,2022-06-10,510,y,Habeas Corpus,pro se,2022
3:21-cv-00711-jdp,jdp,2021-11-11,,2023-03-13,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00712-wmc,wmc,2021-11-11,,2022-04-06,791,n,Labor,counseled,2022
3:21-cv-00713-jdp,jdp,2021-11-11,,2022-11-04,385,n,Personal Property,counseled,2022
3:21-cv-00714-wmc,wmc,2021-11-11,,,864,n,Social Security,counseled,2022
3:21-cv-00715-wmc,wmc,2021-11-12,,2022-07-07,190,n,Contract,counseled,2022
3:21-cv-00716-jdp,jdp,2021-11-12,2021-11-30,2023-06-01,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00716-jdp,jdp,2021-11-12,2021-11-30,2023-06-01,550,y,Prisoner Petitions,pro se,2022
21-717,wmc,2021-11-12,,,550,n,Prisoner Petitions,counseled,2022
21-718,wmc,2021-11-12,,,550,n,Prisoner Petitions,counseled,2022
3:21-cv-00719-wmc,wmc,2021-11-12,,2022-10-20,480,n,Other Statutes,counseled,2022
3:21-cv-00720-jdp,jdp,2021-11-12,,,870,n,Federal Tax Suits,counseled,2022
3:21-cv-00721-wmc,wmc,2021-11-12,,2023-01-27,440,n,Civil Rights,counseled,2022
3:21-cv-00722-wmc,wmc,2021-11-15,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00723-jdp,jdp,2021-11-15,,2022-01-18,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00724-jdp,jdp,2021-11-15,,2022-02-03,530,y,Habeas Corpus,pro se,2022
3:21-cv-00725-jdp,jdp,2021-11-16,,,530,n,Habeas Corpus,counseled,2022
3:21-cv-00726-jdp,jdp,2021-11-16,,2022-09-16,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00727-slc,slc,2021-11-17,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00728-jdp,jdp,2021-11-17,,2022-03-31,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00729-wmc,wmc,2021-11-17,,2021-11-19,865,n,Social Security,counseled,2022
3:21-cv-00730-slc,slc,2021-11-17,,2022-01-18,465,n,Immigration,counseled,2022
3:21-cv-00731-wmc,wmc,2021-11-18,,2023-03-23,480,n,Other Statutes,counseled,2022
3:21-cv-00732-wmc,wmc,2021-11-18,,2022-10-31,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00733-wmc,wmc,2021-11-19,,2021-12-15,190,n,Contract,counseled,2022
3:21-cv-00734-jdp,jdp,2021-11-19,,2023-03-02,350,n,Torts/Personal Injury,counseled,2022
3:21-cv-00735-wmc,wmc,2021-11-19,,2021-12-23,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00736-jdp,jdp,2021-11-19,,2022-01-21,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00741-wmc,wmc,2021-11-22,,2022-09-13,899,n,Other Statutes,counseled,2022
3:21-cv-00737-jdp,jdp,2021-11-22,,2022-04-19,791,n,Labor,counseled,2022
3:21-cv-00738-jdp,jdp,2021-11-22,,2022-04-29,864,n,Social Security,counseled,2022
3:21-cv-00739-wmc,wmc,2021-11-22,,2022-04-26,864,n,Social Security,counseled,2022
3:21-cv-00742-wmc,wmc,2021-11-23,2022-02-15,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00742-wmc,wmc,2021-11-23,2022-02-15,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00743-bbc,bbc,2021-11-23,,2022-08-26,863,n,Social Security,counseled,2022
3:21-cv-00744-wmc,wmc,2021-11-23,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00745-wmc,wmc,2021-11-23,,2022-12-15,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00746-wmc,wmc,2021-11-24,,,480,y,Other Statutes,pro se,2022
3:21-cv-00747-wmc,wmc,2021-11-29,,2022-04-27,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00748-wmc,wmc,2021-11-29,,2022-04-27,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00749-wmc,wmc,2021-11-29,,2022-04-27,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00750-wmc,wmc,2021-11-29,,2022-04-27,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00751-wmc,wmc,2021-11-29,,2022-04-27,360,n,Torts/Personal Injury,counseled,2022
3:21-cv-00752-jdp,jdp,2021-11-29,,,530,n,Habeas Corpus,counseled,2022
3:21-cv-00753-wmc,wmc,2021-11-29,,2022-02-23,350,n,Torts/Personal Injury,counseled,2022
3:21-cv-00755-wmc,wmc,2021-11-30,,2022-09-23,440,y,Civil Rights,pro se,2022
3:21-cv-00756-jdp,jdp,2021-11-30,,2022-01-21,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00754-wmc,wmc,2021-11-30,,2022-02-28,470,n,Other Statutes,counseled,2022
3:21-cv-00757-jdp,jdp,2021-11-30,,2022-01-10,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00758-jdp,jdp,2021-11-30,,2021-12-17,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00759-jdp,jdp,2021-11-30,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00760-jdp,jdp,2021-12-01,,2022-12-09,820,n,Intellectual Property Rights,counseled,2022
3:21-cv-00762-jdp,jdp,2021-12-02,,2022-03-28,899,n,Other Statutes,counseled,2022
3:21-cv-00761-wmc,wmc,2021-12-02,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00763-jdp,jdp,2021-12-02,,2022-07-08,480,n,Other Statutes,counseled,2022
3:21-cv-00764-jdp,jdp,2021-12-02,,,440,y,Civil Rights,pro se,2022
3:21-cv-00765-wmc,wmc,2021-12-03,,2022-05-23,791,n,Labor,counseled,2022
3:21-cv-00766-slc,slc,2021-12-03,,2022-04-14,865,n,Social Security,counseled,2022
3:21-cv-00767-wmc,wmc,2021-12-03,,2021-12-20,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00768-jdp,jdp,2021-12-03,,2023-01-10,865,n,Social Security,counseled,2022
3:21-cv-00770-jdp,jdp,2021-12-06,,2022-01-20,470,n,Other Statutes,counseled,2022
3:21-cv-00769-jdp,jdp,2021-12-06,,2022-04-15,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00771-bbc,bbc,2021-12-06,,2022-04-05,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00772-wmc,wmc,2021-12-07,,,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00773-jdp,jdp,2021-12-07,,2022-08-05,710,n,Labor,counseled,2022
3:21-cv-00774-jdp,jdp,2021-12-07,,2023-01-12,350,n,Torts/Personal Injury,counseled,2022
3:21-cv-00775-jdp,jdp,2021-12-08,,2022-06-28,791,n,Labor,counseled,2022
3:21-cv-00776-wmc,wmc,2021-12-08,,2023-01-03,367,n,Torts/Personal Injury,counseled,2022
3:21-cv-00777-wmc,wmc,2021-12-09,,2022-01-10,480,n,Other Statutes,counseled,2022
3:21-cv-00778-wmc,wmc,2021-12-09,,,863,n,Social Security,counseled,2022
3:21-cv-00779-wmc,wmc,2021-12-09,,2022-11-04,791,n,Labor,counseled,2022
3:21-cv-00780-wmc,wmc,2021-12-09,,2023-04-18,865,n,Social Security,counseled,2022
3:21-cv-00782-wmc,wmc,2021-12-10,,2023-04-11,385,n,Personal Property,counseled,2022
3:21-cv-00783-jdp,jdp,2021-12-10,,2022-01-11,190,n,Contract,counseled,2022
3:21-cv-00781-wmc,wmc,2021-12-10,,2021-12-15,890,y,Other Statutes,pro se,2022
3:21-cv-00784-jdp,jdp,2021-12-10,,2022-01-27,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00785-jdp,jdp,2021-12-10,,2022-05-03,840,n,Intellectual Property Rights,counseled,2022
3:21-cv-00786-jdp,jdp,2021-12-10,,,190,n,Contract,counseled,2022
3:21-cv-00787-jdp,jdp,2021-12-10,,2022-03-30,840,n,Intellectual Property Rights,counseled,2022
3:21-cv-00740-slc,slc,2021-12-13,,2022-01-20,791,n,Labor,counseled,2022
3:21-cv-00788-bbc,bbc,2021-12-13,,2022-03-02,440,y,Civil Rights,pro se,2022
3:21-cv-00789-jdp,jdp,2021-12-14,,2022-09-22,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00790-slc,slc,2021-12-15,,2022-03-02,440,n,Civil Rights,counseled,2022
3:21-cv-00791-wmc,wmc,2021-12-15,,2022-06-27,220,n,Real Property,counseled,2022
3:21-cv-00792-wmc,wmc,2021-12-15,,2022-02-11,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00794-jdp,jdp,2021-12-16,,2022-09-30,550,y,Prisoner Petitions,pro se,2022
3:21-cv-00795-wmc,wmc,2021-12-16,,2022-01-26,140,y,Contract,pro se,2022
3:21-cv-00796-jdp,jdp,2021-12-16,,2023-01-19,442,n,Civil Rights,counseled,2022
3:21-cv-00798-jdp,jdp,2021-12-16,,2022-02-03,440,y,Civil Rights,pro se,2022
3:21-cv-00797-bbc,bbc,2021-12-16,,2022-04-14,530,y,Habeas Corpus,pro se,2022
3:21-cv-00799-jdp,jdp,2021-12-17,,,550,n,Prisoner Petitions,counseled,2022
3:21-cv-00800-wmc,wmc,2021-12-17,,2023-03-28,440,n,Civil Rights,counseled,2022
3:21-cv-00801-wmc,wmc,2021-12-20,,2022-06-15,865,n,Social Security,counseled,2022
3:21-cv-00802-jdp,jdp,2021-12-20,,2022-10-31,442,y,Civil Rights,pro se,2022
3:21-cv-00803-wmc,wmc,2021-12-20,,,530,y,Habeas Corpus,pro se,2022
3:21-cv-00804-bbc,bbc,2021-12-22,,2022-02-02,440,y,Civil Rights,pro se,2022
3:21-cv-00805-jdp,jdp,2021-12-22,,2022-08-18,441,n,Civil Rights,counseled,2022
3:21-cv-00806-wmc,wmc,2021-12-22,,2022-05-04,791,n,Labor,counseled,2022
3:21-cv-00807-bbc,bbc,2021-12-22,,2022-03-02,440,y,Civil Rights,pro se,2022
3:21-cv-00808-jdp,jdp,2021-12-23,,2022-07-13,365,n,Torts/Personal Injury,counseled,2022
3:21-cv-00809-jdp,jdp,2021-12-23,,,530,n,Habeas Corpus,counseled,2022
3:21-cv-00810-jdp,jdp,2021-12-23,,2022-01-03,120,y,Contract,pro se,2022
3:21-cv-00811-jdp,jdp,2021-12-23,,2022-01-03,120,y,Contract,pro se,2022
3:21-cv-00812-jdp,jdp,2021-12-24,,2022-02-15,485,n,Other Statutes,counseled,2022
3:21-cv-00813-wmc,wmc,2021-12-27,,,440,n,Civil Rights,counseled,2022
3:21-cv-00814-wmc,wmc,2021-12-27,,,864,n,Social Security,counseled,2022
3:21-cv-00815-slc,slc,2021-12-27,,,865,n,Social Security,counseled,2022
3:21-cv-00816-jdp,jdp,2021-12-28,,,710,n,Labor,counseled,2022
3:21-cv-00817-jdp,jdp,2021-12-28,,,440,n,Civil Rights,counseled,2022
3:21-cv-00818-jdp,jdp,2021-12-29,,2022-05-13,791,n,Labor,counseled,2022
3:21-cv-00819-bbc,bbc,2021-12-29,,2022-01-28,440,y,Civil Rights,pro se,2022
3:21-cv-00820-jdp,jdp,2021-12-30,,2022-08-15,190,n,Contract,counseled,2022
3:21-cv-00822-wmc,wmc,2021-12-30,,2022-11-14,422,n,Bankruptcy,counseled,2022
3:21-cv-00821-wmc,wmc,2021-12-30,2022-05-27,,530,y,Habeas Corpus,pro se,2022
3:21-cv-00821-wmc,wmc,2021-12-30,2022-05-27,,530,y,Habeas Corpus,pro se,2022
3:21-cv-00823-jdp,jdp,2021-12-30,,2022-10-05,110,n,Contract,counseled,2022
3:22-cv-00001-jdp,jdp,2022-01-03,,2023-01-03,443,n,Civil Rights,counseled,2022
3:22-cv-00002-jdp,jdp,2022-01-03,,2022-08-05,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00003-wmc,wmc,2022-01-03,,,440,y,Civil Rights,pro se,2022
3:22-cv-00004-jdp,jdp,2022-01-03,,,830,n,Intellectual Property Rights,counseled,2022
3:22-cv-00005-wmc,wmc,2022-01-03,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00006-wmc,wmc,2022-01-03,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00007-jdp,jdp,2022-01-04,,2022-06-03,840,n,Intellectual Property Rights,counseled,2022
3:22-cv-00008-slc,slc,2022-01-04,,2023-05-04,440,n,Civil Rights,counseled,2022
3:22-cv-00009-bbc,bbc,2022-01-05,,2022-05-18,442,n,Civil Rights,counseled,2022
3:22-cv-00010-jdp,jdp,2022-01-05,,2022-01-07,120,y,Contract,pro se,2022
3:22-cv-00011-wmc,wmc,2022-01-05,,2023-05-05,440,n,Civil Rights,counseled,2022
3:22-cv-00012-jdp,jdp,2022-01-07,,2022-05-17,625,n,Forfeiture/Penalty,counseled,2022
3:22-cv-00013-jdp,jdp,2022-01-07,,2022-05-26,110,n,Contract,counseled,2022
3:22-cv-00015-wmc,wmc,2022-01-07,,2022-06-30,791,n,Labor,counseled,2022
3:22-cv-00016-jdp,jdp,2022-01-07,,2022-03-08,480,n,Other Statutes,counseled,2022
3:22-cv-00014-wmc,wmc,2022-01-07,2022-09-27,2023-05-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00014-wmc,wmc,2022-01-07,2022-09-27,2023-05-22,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00017-jdp,jdp,2022-01-07,,2022-02-16,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00018-jdp,jdp,2022-01-10,,2022-01-11,530,y,Habeas Corpus,pro se,2022
3:22-cv-00020-jdp,jdp,2022-01-11,,2022-08-08,710,n,Labor,counseled,2022
3:22-cv-00021-wmc,wmc,2022-01-11,,,530,n,Habeas Corpus,counseled,2022
3:22-cv-00022-jdp,jdp,2022-01-11,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00023-slc,slc,2022-01-12,,2022-07-15,864,n,Social Security,counseled,2022
3:22-cv-00024-wmc,wmc,2022-01-13,,,550,n,Prisoner Petitions,counseled,2022
3:22-cv-00025-wmc,wmc,2022-01-14,,2022-05-04,190,y,Contract,pro se,2022
3:22-cv-00026-jdp,jdp,2022-01-17,,2023-03-06,385,n,Personal Property,counseled,2022
3:22-cv-00027-slc,slc,2022-01-17,,2023-02-24,864,n,Social Security,counseled,2022
3:22-cv-00019-wmc,wmc,2022-01-18,,2022-11-30,440,y,Civil Rights,pro se,2022
3:22-cv-00028-wmc,wmc,2022-01-18,,2023-05-08,445,n,Civil Rights,counseled,2022
3:22-cv-00029-wmc,wmc,2022-01-19,,,440,y,Civil Rights,pro se,2022
3:22-cv-00030-jdp,jdp,2022-01-19,,2022-01-27,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00031-jdp,jdp,2022-01-19,,2022-01-27,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00032-jdp,jdp,2022-01-19,,2022-01-27,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00035-jdp,jdp,2022-01-20,,2022-07-21,864,n,Social Security,counseled,2022
3:22-cv-00034-jdp,jdp,2022-01-20,,2022-11-07,190,n,Contract,counseled,2022
3:22-cv-00036-jdp,jdp,2022-01-20,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00037-wmc,wmc,2022-01-21,,2022-07-25,440,n,Civil Rights,counseled,2022
3:22-cv-00038-bbc,bbc,2022-01-21,,2022-07-28,864,n,Social Security,counseled,2022
3:22-cv-00040-wmc,wmc,2022-01-24,,2022-11-29,440,y,Civil Rights,pro se,2022
3:22-cv-00041-bbc,bbc,2022-01-24,,2022-07-01,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00043-wmc,wmc,2022-01-24,,2022-02-23,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00039-wmc,wmc,2022-01-25,,,442,n,Civil Rights,counseled,2022
3:22-cv-00033-jdp,jdp,2022-01-25,,,440,n,Civil Rights,counseled,2022
3:22-cv-00042-wmc,wmc,2022-01-26,,,550,n,Prisoner Petitions,counseled,2022
3:22-cv-00044-wmc,wmc,2022-01-26,,2022-06-21,480,n,Other Statutes,counseled,2022
3:22-cv-00045-wmc,wmc,2022-01-26,,2022-06-01,710,n,Labor,counseled,2022
3:22-cv-00046-slc,slc,2022-01-27,,2022-05-03,791,n,Labor,counseled,2022
3:22-cv-00047-jdp,jdp,2022-01-27,,,448,n,Civil Rights,counseled,2022
3:22-cv-00048-wmc,wmc,2022-01-28,,2022-07-22,820,n,Intellectual Property Rights,counseled,2022
3:22-cv-00049-jdp,jdp,2022-01-28,,,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00050-wmc,wmc,2022-01-28,,2022-07-27,864,n,Social Security,counseled,2022
3:22-cv-00051-jdp,jdp,2022-01-28,,,440,n,Civil Rights,counseled,2022
3:22-cv-00052-jdp,jdp,2022-01-28,,2022-08-18,864,n,Social Security,counseled,2022
3:22-cv-00053-wmc,wmc,2022-02-01,,,442,y,Civil Rights,pro se,2022
3:22-cv-00054-wmc,wmc,2022-02-01,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00055-wmc,wmc,2022-02-02,,2022-07-07,480,n,Other Statutes,counseled,2022
3:22-cv-00057-wmc,wmc,2022-02-02,,2022-02-18,440,y,Civil Rights,pro se,2022
3:22-cv-00056-jdp,jdp,2022-02-03,,2022-04-27,791,n,Labor,counseled,2022
3:22-cv-00058-wmc,wmc,2022-02-03,,2022-09-02,791,n,Labor,counseled,2022
3:22-cv-00059-jdp,jdp,2022-02-04,,2022-09-28,830,n,Intellectual Property Rights,counseled,2022
3:22-cv-00060-jdp,jdp,2022-02-04,,2022-04-15,480,n,Other Statutes,counseled,2022
3:22-cv-00061-slc,slc,2022-02-04,,2022-05-27,462,n,Immigration,counseled,2022
3:22-cv-00062-wmc,wmc,2022-02-04,,2022-05-23,440,n,Civil Rights,counseled,2022
3:22-cv-00063-wmc,wmc,2022-02-07,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00064-jdp,jdp,2022-02-07,,2022-05-24,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00065-wmc,wmc,2022-02-07,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00066-jdp,jdp,2022-02-07,,,190,n,Contract,counseled,2022
3:22-cv-00067-slc,slc,2022-02-07,,2023-03-30,864,n,Social Security,counseled,2022
3:22-cv-00068-wmc,wmc,2022-02-07,,2022-06-21,864,n,Social Security,counseled,2022
3:22-cv-00069-wmc,wmc,2022-02-08,,2023-02-02,360,n,Torts/Personal Injury,counseled,2022
3:22-cv-00070-slc,slc,2022-02-08,,2022-05-02,791,n,Labor,counseled,2022
3:22-cv-00071-wmc,wmc,2022-02-08,,2022-04-05,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00072-jdp,jdp,2022-02-08,,2022-02-28,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00073-wmc,wmc,2022-02-09,,2022-10-06,530,y,Habeas Corpus,pro se,2022
3:22-cv-00074-jdp,jdp,2022-02-10,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00075-wmc,wmc,2022-02-10,,2022-06-09,890,n,Other Statutes,counseled,2022
3:22-cv-00076-jdp,jdp,2022-02-10,,2022-11-21,190,n,Contract,counseled,2022
3:22-cv-00077-wmc,wmc,2022-02-10,,,440,y,Civil Rights,pro se,2022
3:22-cv-00078-wmc,wmc,2022-02-10,,,550,y,Prisoner Petitions,pro se,2022
3:22-cv-00079-slc,slc,2022-02-11,,2023-04-10,190,n,Contract,counseled,2022
3:22-cv-00080-jdp,jdp,2022-02-12,,2023-03-17,440,n,Civil Rights,counseled,2022
3:22-cv-00081-wmc,wmc,2022-02-14,,,440,y,Civil Rights,pro se,2022
3:22-cv-00082-jdp,jdp,2022-02-14,,2023-02-01,864,n,Social Security,counseled,2022
3:22-cv-00083-wmc,wmc,2022-02-14,,2023-03-23,864,n,Social Security,counseled,2022
