de_caseid,de_seqno,de_type,de_document_num,dp_type,dp_sub_type,dp_seqno,de_date_filed,de_date_enter,de_who_entered,initials,name,pr_type,pr_crttype
41241,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-02-05,2018-02-06T16:38:41,24419,jef ,Joanne Friedl,crt,clk
41243,7,cmp                      ,1,motion                   ,pwrithc ,8,2018-02-07,2018-02-07T11:15:54,661013,nln ,Nicole Nelson,crt,clk
41248,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-02-08,2018-02-08T13:52:02,24419,jef ,Joanne Friedl,crt,clk
41267,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-02-13,2018-02-13T12:39:10,24419,jef ,Joanne Friedl,crt,clk
41274,11,cmp                      ,1,motion                   ,pwrithc ,12,2018-02-14,2018-02-14T12:52:14,661013,nln ,Nicole Nelson,crt,clk
41274,20,cmp                      ,4,motion                   ,pwrithc ,21,2018-02-20,2018-02-20T13:53:29,661013,nln ,Nicole Nelson,crt,clk
41329,7,cmp                      ,1,motion                   ,pwrithc ,8,2018-02-20,2018-02-21T14:03:11,24419,jef ,Joanne Friedl,crt,clk
34457,6,cmp                      ,1,motion                   ,pwrithc ,7,2013-11-14,2013-11-15T10:34:16,24419,jef ,Joanne Friedl,crt,clk
41382,8,cmp                      ,1,motion                   ,pwrithc ,9,2018-03-01,2018-03-01T12:57:29,661013,nln ,Nicole Nelson,crt,clk
34992,6,cmp                      ,1,motion                   ,pwrithc ,7,2014-03-17,2014-03-18T14:04:26,24419,jef ,Joanne Friedl,crt,clk
41442,10,cmp                      ,1,motion                   ,pwrithc ,11,2018-03-12,2018-03-12T16:26:40,661013,nln ,Nicole Nelson,crt,clk
41459,9,cmp                      ,1,motion                   ,pwrithc ,10,2018-03-15,2018-03-15T11:16:35,661013,nln ,Nicole Nelson,crt,clk
41504,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-03-26,2018-03-26T16:04:37,24419,jef ,Joanne Friedl,crt,clk
41553,5,cmp                      ,1,motion                   ,pwrithc ,6,2018-04-02,2018-04-03T11:10:40,24419,jef ,Joanne Friedl,crt,clk
41581,5,cmp                      ,1,motion                   ,pwrithc ,6,2018-04-06,2018-04-09T10:52:46,24419,jef ,Joanne Friedl,crt,clk
41586,7,cmp                      ,1,motion                   ,pwrithc ,8,2018-04-09,2018-04-09T16:32:39,24419,jef ,Joanne Friedl,crt,clk
41586,24,cmp                      ,4,motion                   ,pwrithc ,25,2018-04-10,2018-04-10T10:54:36,661013,nln ,Nicole Nelson,crt,clk
41635,10,cmp                      ,1,motion                   ,pwrithc ,11,2018-04-18,2018-04-18T13:22:17,661013,nln ,Nicole Nelson,crt,clk
34457,114,cmp                      ,32,motion                   ,pwrithc ,115,2018-04-23,2018-04-23T12:52:22,24419,jef ,Joanne Friedl,crt,clk
41757,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-05-07,2018-05-07T14:26:46,20,elc ,Erica Clark,crt,clk
37628,6,cmp                      ,1,motion                   ,pwrithc ,7,2015-11-09,2015-11-09T14:34:13,20,elc ,Erica Clark,crt,clk
41818,8,cmp                      ,1,motion                   ,pwrithc ,9,2018-05-14,2018-05-15T15:03:16,24419,jef ,Joanne Friedl,crt,clk
41852,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-05-18,2018-05-21T14:12:29,24419,jef ,Joanne Friedl,crt,clk
38258,6,cmp                      ,1,motion                   ,pwrithc ,7,2016-04-11,2016-04-11T15:55:28,20,elc ,Erica Clark,crt,clk
41886,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-05-25,2018-05-25T11:35:09,24419,jef ,Joanne Friedl,crt,clk
41897,8,cmp                      ,1,motion                   ,pwrithc ,9,2018-05-29,2018-05-29T16:47:39,661013,nln ,Nicole Nelson,crt,clk
41957,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-05-29,2018-06-05T14:34:47,20,elc ,Erica Clark,crt,clk
41970,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-06-07,2018-06-07T15:20:34,20,elc ,Erica Clark,crt,clk
41991,10,cmp                      ,1,motion                   ,pwrithc ,11,2018-06-13,2018-06-13T14:49:32,661013,nln ,Nicole Nelson,crt,clk
42029,6,cmp                      ,1,motion                   ,pwrithc ,7,2018-06-18,2018-06-18T15:58:23,20,elc ,Erica Clark,crt,clk
42034,14,cmp                      ,1,motion                   ,pwrithc ,15,2018-06-18,2018-06-19T09:39:27,661013,nln ,Nicole Nelson,crt,clk
42089,8,cmp                      ,1,motion                   ,pwrithc ,9,2018-06-27,2018-06-27T13:00:53,661013,nln ,Nicole Nelson,crt,clk
42122,11,cmp                      ,1,motion                   ,pwrithc ,12,2018-07-09,2018-07-09T14:58:26,661013,nln ,Nicole Nelson,crt,clk
41886,39,cmp                      ,10,motion                   ,pwrithc ,40,2018-07-30,2018-07-30T16:18:55,661013,nln ,Nicole Nelson,crt,clk
42251,10,cmp                      ,1,motion                   ,pwrithc ,11,2018-08-02,2018-08-02T16:00:24,661013,nln ,Nicole Nelson,crt,clk
42253,10,cmp                      ,1,motion                   ,pwrithc ,11,2018-08-03,2018-08-03T12:06:03,661013,nln ,Nicole Nelson,crt,clk
